Content,Author,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Tweets Count,Author Following Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
string,discrete,time,in zxx qme,discrete,continuous,continuous,discrete,discrete,string,continuous,continuous,continuous,continuous,discrete,continuous,continuous
meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta
16.54 Polri Sat Lantas Jaktim membantu kendaraan angkutan umum yg mengalami gangguan mesin di Traffic light halte Cawang Otista Jaktim @skornewsOnline https://t.co/XC73yqd5iK,@TMCPoldaMetro,2022-06-21 09:56:11,in,,6.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"16.44 Situasi lalu lintas di Pintu 2, Pintu Gabungan 1 &amp; 9 PRJ Kemayoran Jakpus terpantau padat. Harap bersabar bagi pengunjung https://t.co/CHi8gx3fuX",@TMCPoldaMetro,2022-06-21 09:45:21,in,,2.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"16.16 Imbas Mobil Suzuki Hitam B 1461 UZW Patah As roda di Underpas Simpang Lima Senen Jakpus, lalu lintas Underpas Simpang Lima Senen Jakpus arah Galur/Pulo gadung terpantau padat https://t.co/FtHiKIwko1",@TMCPoldaMetro,2022-06-21 09:15:16,in,,7.0,6.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
16.05 Situasi arus lalu lintas Traffic Light Permai Jakarta Utara terpantau ramai lancar https://t.co/DKH0NZoCVp,@TMCPoldaMetro,2022-06-21 09:05:28,in,,4.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
https://t.co/sbEoEyGxNb,@TMCPoldaMetro,2022-06-21 08:42:54,zxx,,28.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
14.54 Situasi arus lalu lintas Traffic Light Pancoran Jakarta Selatan terpantau ramai lancar https://t.co/q45l4zJw3e,@TMCPoldaMetro,2022-06-21 07:53:33,in,,8.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
https://t.co/hP7SN3Dd6K,@TMCPoldaMetro,2022-06-21 07:12:20,zxx,,38.0,6.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
13.54 #Polri Sat Lantas Metro Jakut Kegiatan Pendampingan Latja Siswa Seba dan Sosialisasi Pelaksanaan Operasi Patuh Jaya 2022 di SMAN 13 Jl. Seroja Jakut https://t.co/3ycmDoYaiG,@TMCPoldaMetro,2022-06-21 06:57:04,in,,8.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
13.13 #Polri Satlantas Metro Jaksel bergabung dengan Sudin Lingkungan Hidup Kota Administrasi Jaksel sebagai penyelenggara kegiatan uji emisi Gratis dan bergabung dengan stkeholder lainnya di Parkir TMPN Kalibata Jaksel https://t.co/R0Bj372jb8,@TMCPoldaMetro,2022-06-21 06:54:14,in,,4.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"13.08 Terjadi kecelakaan Mobil Toyota Plat Kuning Nopol D 7729 AQ terguling di Jl. MT. Haryono Jaksel depan Carrefour arah Kuningan lalu lalu lintas tersendat, saat ini sudah selesai penanganan Polri https://t.co/RbM4LEo1ww",@TMCPoldaMetro,2022-06-21 06:12:12,in,,15.0,8.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"12.15 #Polri Sat Lantas Metro Jaktim kegiatan #OpsKepolisianPatuhJaya2022 himbauan Tertib berlalu lintas dengan Spanduk, Bagi Brosur di Traffic Light Cijantung Jaktim https://t.co/GLEocnwVZI",@TMCPoldaMetro,2022-06-21 05:19:23,in,,7.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"11.25 #Polri Sat Lantas Metro Jakut kegiatan #OpsKepolisianPatuhJaya2022 himbauan Tertib berlalu lintas dengan Spanduk, Bagi Brosur di Traffic Light Permai Pos. 7 Jl. Yos Sudarso Jakut https://t.co/pYQuIKEJQ1",@TMCPoldaMetro,2022-06-21 04:30:41,in,,1.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
11.15 #Polri Sat Lantas Metro Jakbar kegiatan memberikan Bantuan Sosial ( Bansos ) dalam rangka HUT Bhayangkara ke 76 di Yayasan GOTHAL Mushola Riyadus Solihin Krukut Taman Sari Jakbar https://t.co/4EhW3SCu7L,@TMCPoldaMetro,2022-06-21 04:16:56,in,,4.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"11.07 #Polri Sat Lantas Metro Jaktim kegiatan #OpsKepolisianPatuhJaya2022 himbauan Tertib berlalu lintas dengan Spanduk, Bagi Brosur di Traffic Light Rindam Jaktim https://t.co/2VN96hcOEO",@TMCPoldaMetro,2022-06-21 04:08:43,in,,5.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"10.59 #Polri Sat Lantas Metro Jakbar kegiatan #OpsKepolisianPatuhJaya2022 himbauan Tertib berlalu lintas dengan Spanduk, Bagi Brosur di Traffic Light Pesing Jakbar https://t.co/8OVIIR57Pm",@TMCPoldaMetro,2022-06-21 04:07:25,in,,6.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
10.09 Polri Sat Lantas Metro Jakpus pengamanan &amp; pengaturan kegiatan penyampaian pendapat didpn Kantor Balaikota DKI Jakarta Jl. Medan Merdeka Selatan Jakpus sekitar 50 orang situasi lalu lintas terpantau lancar https://t.co/v6kIsO2YjP,@TMCPoldaMetro,2022-06-21 03:09:18,in,,10.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
09.21 Situasi lalu lintas di Benhil Jakpus arah Karet terpantau padat imbas proyek pekerjaan jalan https://t.co/USreQJDxkZ,@TMCPoldaMetro,2022-06-21 02:22:50,in,,7.0,5.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
07.45 Sat Lantas Jaktim melakukan kegiatan Contra Flow di depan Grand Cakung serta mengarahkan Pengguna Jalan Roda Empat agar memasuki Jalur Tol Cakung-Kelapa Gading agar mengurangi Kemacetan di Jalan Arteri Jl. Raya Bekasi - Cakung menuju arah ke Jakarta. https://t.co/hUnWxtKRMp,@TMCPoldaMetro,2022-06-21 00:45:00,in,,8.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Lokasi Pelayanan Samsat Keliling JADETABEK Selasa, 21 Juni 2022. https://t.co/QV9qUcgx7p",@TMCPoldaMetro,2022-06-21 00:40:00,in,,9.0,5.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"07.31 #Polri Satlantas Jaktim melaksanakan pengaturan lalu lintas di Kolong Cakung Cilincing Jaktim, serta menghimbau kepada Masyarakat agar tidak melawan arus lalu lintas karena membahayakan bagi Pengendara maupun Pengguna Jalan yang lainnya. 
#OperasiPatuhJaya2022 https://t.co/3FI859Hy3t",@TMCPoldaMetro,2022-06-21 00:31:14,in,,85.0,12.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"07.22 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 00+400 (Halim) menuju arah Pancoran terpantau padat, sedangkan menuju Ruas Tol Jakarta-Cikampek terpantau ramai lancar. https://t.co/HdTQzXmImD",@TMCPoldaMetro,2022-06-21 00:22:00,in,,9.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"LOKASI PELAYANAN #SIMKELILING SELASA, 21 Juni 2022 Pukul 08.00 s/d 14.00 Wib :
Jaktim : Mall Grand Cakung. 
Jaksel  : Kampus Trilogi Kalibata.
Jakbar : LTC Glodok &amp; Mall Citraland.
Jakpus : Kantor Pos Lapangan Banteng. https://t.co/XVVWFmsabp",@TMCPoldaMetro,2022-06-21 00:14:14,in,,7.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
07.08 Situasi arus lalu lintas di Traffic Light Slipi Jakbar menuju arah Petamburan terpantau ramai lancar. https://t.co/sEdgFJaxZU,@TMCPoldaMetro,2022-06-21 00:08:25,in,,3.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
06.44 Situasi arus lalu lintas di Traffic Light PGC Cililitan Jaktim menuju arah Jl. Raya Bogor terpantau ramai lancar. https://t.co/yp0JxaflHj,@TMCPoldaMetro,2022-06-20 23:44:55,in,,11.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
06.36 Situasi arus lalu lintas di Traffic Light Cempaka Putih Jakpus terpantau ramai lancar. https://t.co/4FS3ZGOZMJ,@TMCPoldaMetro,2022-06-20 23:36:53,in,,7.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"06.29 Sebuah Kendaraan Truk mengalami pecah ban di Depan Perumahan BNI Jl. S. Parman Jakbar Jalur Arteri dari arah Slipi menuju arah Traffic Light Tomang, Situasi arus lalu lintas terpantau masih ramai lancar. https://t.co/jw0PoOR42d",@TMCPoldaMetro,2022-06-20 23:30:06,in,,3.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
06.18 Situasi arus lalu lintas di Traffic Light Halim Lama Jl. D.I Panjaitan Jaktim terpantau ramai lancar. https://t.co/DUjARVRZrc,@TMCPoldaMetro,2022-06-20 23:18:41,in,,3.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
06.12 Situasi arus lalu lintas di Traffic Light Fatmawati Jaksel menuju arah Cilandak maupun arah Panglima Polim terpantau ramai lancar. https://t.co/UBC30cbZLV,@TMCPoldaMetro,2022-06-20 23:13:11,in,,1.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
05.13 Situasi arus lalu lintas di Gerbang Tol Meruya Utara 3 terpantau lancar. https://t.co/KgqZN9S5C3,@TMCPoldaMetro,2022-06-20 22:13:15,in,,2.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
05.11 Situasi arus lalu lintas di Ruas Tol Dalam Kota (Interchange Cawang) menuju arah Ruas Tol Jagorawi maupun Ruas Tol Jakarta-Cikampek terpantau lancar. https://t.co/RpuazNaSJF,@TMCPoldaMetro,2022-06-20 22:11:44,in,,1.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
https://t.co/l2eCQnKYrZ,@TMCPoldaMetro,2022-06-20 16:10:40,zxx,,22.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
22.17 Situasi arus lalu lintas di Traffic light Cut Meutia Jakpus terpantau pancar. https://t.co/ttdD263Wb2,@TMCPoldaMetro,2022-06-20 15:17:31,in,,7.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
22.05 Situasi arus lalu lintas di Jl Jenderal Sudirman (Dukuh Atas) terpantau lancar dikedua arahnya. https://t.co/267a6CaDuj,@TMCPoldaMetro,2022-06-20 15:05:45,in,,4.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
21.18 Situasi arus lalu lintas di ruas Tol Jagorawi KM 01+600 Cililitan terpantau ramai lancar. https://t.co/T3ycBKDFrK,@TMCPoldaMetro,2022-06-20 14:18:58,in,,8.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
https://t.co/4YTlaiVB0C,@TMCPoldaMetro,2022-06-20 14:01:00,zxx,,22.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"20.56 Polri Sat Lantas Jakpus pengaturan di sekitaran kawasan PRJ Kemayoran Jakpus, situasi arus lalu lintas ramai lancar. https://t.co/wZoP6jPB3G",@TMCPoldaMetro,2022-06-20 13:56:54,in,,7.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
20.42 Situasi arus lalu lintas di ruas Tol Pondok Gede Timur terpantau ramai lancar. https://t.co/nXm9N2Xgfh,@TMCPoldaMetro,2022-06-20 13:42:00,in,,5.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
20.25 Situasi arus lalu lintas di Traffic light Republika Pejaten Jakarta Selatan terpantau ramai lancar. https://t.co/IBn01zdmlp,@TMCPoldaMetro,2022-06-20 13:25:00,in,,4.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
20.09 Situasi arus lalu lintas di ruas Tol Jakarta-Cikampek KM 11 Bekasi Barat terpantau ramai lancar. https://t.co/tJxN4vZ7hJ,@TMCPoldaMetro,2022-06-20 13:09:26,in,,3.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
17.42 Polri Sat Lantas Jaktim melakukan penindakan Ganjil Genap (GAGE) di Jl. Pramuka Raya Jakarta Timur. https://t.co/30Ymy61Lye,@TMCPoldaMetro,2022-06-20 11:05:08,in,,16.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"17.08 Polri Sat PJR PMJ melaksanakan pembagian brosur Ops Kepolisian Patuh Jaya 2022 di On Ramp Pedati, situasi arus lalu lintas terpantau lancar.
#OpsKepolisianPatuhJaya2022 https://t.co/DHdPsTrZjE",@TMCPoldaMetro,2022-06-20 10:42:22,in,,6.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
16.41 Situasi arus lalu lintas terkini di Tol Tomang mengarah Kebon Jeruk terpantau ramai lancar. https://t.co/a7ICHsqi0J,@TMCPoldaMetro,2022-06-20 09:41:06,in,,8.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
#OpsKepolisianPatuhJaya2022 https://t.co/mZP62Cra1B,@TMCPoldaMetro,2022-06-20 09:36:56,qme,,26.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
16.17 Polri Dit Lantas PMJ melaksanakan penindakan berupa tilang kepada pengemudi pick up di Off Ramp Rawamangun. https://t.co/kAaNhXJcnn,@TMCPoldaMetro,2022-06-20 09:33:49,in,,3.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"16.02 Polri Sat PJR PMJ melaksanakan pengaturan dan pembagian brosur Ops Kepolisian Patuh Jaya 2022 di Gerbang Tol Cilandak Utama.
#OpsKepolisianPatuhJaya2022 https://t.co/Y1t5aeBx9p",@TMCPoldaMetro,2022-06-20 09:28:04,in,,4.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"15.29 Polri pengaturan &amp; pengamanan kegiatan penyampaian pendapat di Pintu Monas Barat Daya, situasi berjalan kondusif. https://t.co/Lyo37oOtUz",@TMCPoldaMetro,2022-06-20 09:22:45,in,,6.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Tidak ada sanksi tilang untuk pengendara roda dua (R2) yang memakai sandal jepit, namun petugas akan memberikan imbauan dan edukasi bahwa pemakaian sepatu saat berkendara R2 untuk meminimalisir fatalitas kecelakaan di jalanan.
Tertib Berlalu Lintas Kita Selamatkan Anak Bangsa. https://t.co/GknpQomEaz",@TMCPoldaMetro,2022-06-20 07:27:33,in,,32.0,13.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"14.00 Polri Sat Lantas Jakbar melakukan pengaturan dan pengamanan pekerjaan separator jalan di Jl. Latumenten Jakarta Barat, Situasi arus lalu lintas terpantau ramai lancar. https://t.co/z37sJuR1kE",@TMCPoldaMetro,2022-06-20 07:00:32,in,,10.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
11.42 Unit Dikyasa Sat Lantas Jakarta Timur melaksanakan kegiatan  #OpsKepolisianPatuhJaya2022 dengan melakukan imbauan keselamatan berlalu lintas dan membagikan masker serta brosur kepada karyawan PT. Prima Jasa di Pool Bus Prima Jasa Cawang  Jaktim. https://t.co/eYr7Ej1OrX,@TMCPoldaMetro,2022-06-20 04:42:23,in,,10.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"11.28 Dalam rangka pembentukan polisi cilik ( Pocil ), Unit Dikyasa Sat Lantas Jakarta Timur memberikan pelatihan baris-berbaris kepada siswa/i SD. Islam Pulo Gadung Jaktim. https://t.co/dsGcMkmzop",@TMCPoldaMetro,2022-06-20 04:29:55,in,,8.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
11.17 Polri Sat Lantas Jakarta Timur dalam rangka pelaksanaan #OpsKepolisianPatuhJaya2022 melakukan imbauan tertib berlalu lintas dan membagikan brosur kepada masyarakat pengguna jalan di Tl. PGC Cililitan Jaktim. https://t.co/ece1PJyOfx,@TMCPoldaMetro,2022-06-20 04:17:57,in,,10.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
10.42 Polri melakukan kegiatan pengamanan aksi penyampaian pendapat salah satu elemen masyarakat di depan Bundaran Patung Kuda Monas Gambir Jakpus. https://t.co/nceIm7f7JX,@TMCPoldaMetro,2022-06-20 03:43:01,in,,3.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
09.23 Polri Sat Lantas Jakarta Timur memberikan teguran tertulis kepada pengendara mobil yang melanggar kebijakan GAGE di Jl. DI. Panjaitan. https://t.co/zaw00H4GwV,@TMCPoldaMetro,2022-06-20 02:23:54,in,,16.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
09.07 Polri Sat Lantas Jakarta Timur melakukan penindakan tilang kepada pengendara motor yang melanggar tidak menggunakan helm di depan Patra Jl. DI. Panjaitan Jatinegara Jaktim. https://t.co/TWllBcF192,@TMCPoldaMetro,2022-06-20 02:07:30,in,,28.0,8.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"LOKASI PELAYANAN #SIMKELILING SENIN 20 Juni 2022 Pukul 08.00 s/d 14.00 Wib :
Jaktim : Mall Grand Cakung. 
Jaksel  : Kampus Trilogi Kalibata.
Jakbar : LTC Glodok &amp; Mall Citraland.
Jakpus : Kantor Pos Lapangan Banteng. https://t.co/8VmjgGadYG",@TMCPoldaMetro,2022-06-20 00:10:30,in,,12.0,6.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Cek kembali apakah pagar, pintu &amp; jendela rumah sudah terkunci dengan baik sebelum beranjak istirahat malam hari ini. https://t.co/XMHioM8hFe",@TMCPoldaMetro,2022-06-19 16:26:37,in,,8.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
https://t.co/x6Z5wysms9,@TMCPoldaMetro,2022-06-19 15:34:59,zxx,,12.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
21.45 Situasi arus lalu lintas Traffic Light Fatmawati Jakarta Selatan terpantau ramai lancar https://t.co/ZPP4eaIPb8,@TMCPoldaMetro,2022-06-19 14:45:14,in,,5.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
https://t.co/yGO7fS5TRA,@TMCPoldaMetro,2022-06-19 13:39:49,zxx,,10.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Mulai Tanggal 13 Juni s/d 26 Juni 2022, Dit Lantas Polda Metro Jaya melaksanakan Operasi Patuh Jaya 2022, dengan sasaran Operasi sebagai berikut: https://t.co/tYEaVY5X0X",@TMCPoldaMetro,2022-06-19 12:46:00,in,,23.0,11.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
19.21 Situasi arus lalu lintas di Traffic Light Bundaran Pondok Indah Jaksel terpantau ramai lancar. https://t.co/hGM6WkX2od,@TMCPoldaMetro,2022-06-19 12:21:00,in,,5.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
19.01 Situasi arus lalu lintas di Traffic Light Slipi Jakbar menuju arah Tomang terpantau padat. https://t.co/TzZNIUz4pU,@TMCPoldaMetro,2022-06-19 12:01:00,in,,5.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"18.40 Situasi arus lalu lintas di Ruas Tol Dalam Kota (MT Haryono) terpantau ramai lancar, sedangkan Jalur Arteri menuju arah Cawang terpantau padat. https://t.co/HjJVHvlaDj",@TMCPoldaMetro,2022-06-19 11:40:34,in,,9.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
Bagi Pesepeda diimbau agar menggunakan lampu tambahan di malam hari utk mencegah kecelakaan lalu lintas. https://t.co/Hq0gNG0Z,@TMCPoldaMetro,2022-06-19 11:02:27,in,,9.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
Bagi orang tua agar lebih bijaksana dlm memberikan izin kpd anak yg blm cukup umur utk berkendara kendaraan bermotor. https://t.co/fsX7qv8eI3,@TMCPoldaMetro,2022-06-19 10:41:04,in,,17.0,4.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
17.23 Situasi arus lalu lintas di Traffic Light Fatmawati menuju arah Cilandak maupun arah Panglima Polim terpantau ramai lancar. https://t.co/fbiNbcX7WX,@TMCPoldaMetro,2022-06-19 10:23:48,in,,7.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
17.06 Situasi arus lalu lintas di Ruas Tol Dalam Kota (Interchange Cawang) menuju arah Ruas Tol Jagorawi maupun ruas Tol Jakarta-Cikampek terpantau ramai lancar. https://t.co/YQ85owkbcK,@TMCPoldaMetro,2022-06-19 10:06:27,in,,2.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
16.55 Situasi arus lalu lintas di Traffic Light Raden Inten Kalimalang Jaktim menuju arah Bekasi maupun arah Cawang terpantau ramai lancar. https://t.co/Znw30shlur,@TMCPoldaMetro,2022-06-19 09:55:00,in,,15.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
16.42 Situasi arus lalu lintas di Traffic Light JICT Tanjung Priok Jakut terpantau ramai lancar. https://t.co/UTpWmJUv26,@TMCPoldaMetro,2022-06-19 09:43:08,in,,4.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
16.33 Situasi arus lalu lintas di Ruas Tol Jagorawi KM 04+500 (TMII) menuju arah Cawang maupun arah Sebaliknya terpantau ramai lancar. https://t.co/nUZU1ETLjf,@TMCPoldaMetro,2022-06-19 09:33:27,in,,7.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
